subjects,surface_F.Coll.left,surface_F.C.L.a.left,surface_F.C.L.p.left,surface_F.C.L.r.ant.left,surface_F.C.L.r.asc.left,surface_F.C.L.r.diag.left,surface_F.C.L.r.retroC.tr.left,surface_F.I.P.left,surface_F.C.L.r.sc.ant.left,surface_F.C.L.r.sc.post.left,surface_F.C.M.ant.left,surface_F.C.M.post.left,surface_F.Cal.ant.-Sc.Cal.left,surface_F.I.P.Po.C.inf.left,surface_F.I.P.r.int.1left,surface_F.I.P.r.int.2left,surface_F.P.O.left,surface_INSULAleft,surface_OCCIPITALleft,surface_S.C.left,surface_S.C.LPC.left,surface_S.C.sylvian.left,surface_S.Call.left,surface_S.Cu.left,surface_S.F.inf.left,surface_S.F.inf.ant.left,surface_S.F.int.left,surface_S.F.inter.left,surface_S.F.marginal.left,surface_S.F.median.left,surface_S.F.orbitaire.left,surface_S.F.polaire.tr.left,surface_S.F.sup.left,surface_S.GSM.left,surface_S.Li.ant.left,surface_S.Li.post.left,surface_S.O.T.lat.ant.left,surface_S.O.T.lat.int.left,surface_S.O.T.lat.med.left,surface_S.O.T.lat.post.left,surface_S.O.p.left,surface_S.Olf.left,surface_S.Or.left,surface_S.Pa.int.left,surface_S.Pa.sup.left,surface_S.Pa.t.left,surface_S.Pe.C.inf.left,surface_S.Pe.C.inter.left,surface_S.Pe.C.marginal.left,surface_S.Pe.C.median.left,surface_S.Pe.C.sup.left,surface_S.Po.C.sup.left,surface_S.R.inf.left,surface_S.Rh.left,surface_S.T.i.ant.left,surface_S.T.i.post.left,surface_S.T.pol.left,surface_S.T.s.left,surface_S.T.s.ter.asc.ant.left,surface_S.T.s.ter.asc.post.left,surface_S.p.C.left,surface_S.s.P.left,surface_ventricleleft
50050,1616.29,2098.33,5390.18,436.316,497.063,713.49,689.893,7391.43,140.633,64.9642,2127.42,1078.15,2937.48,1281.18,422.118,392.475,1639.98,4273.39,2401.02,4717.57,514.27,255.788,605.72,347.462,1625.31,884.601,2990.43,2911.84,528.113,571.616,499.401,968.781,2949.38,,295.272,944.936,747.526,141.968,183.794,1345.24,242.651,777.217,1849.74,1770,299.526,,,124.758,1278.93,1087.29,636.089,405.696,74.4511,1011.22,680.619,1031.14,1450.44,3138.82,257.99,1616.04,23.3712,1343.66,2773.67
50051,1477.89,1819.5,5281.2,665.87,521.057,546.725,649.115,6023.41,,85.3444,68.0208,2239.1,1862.14,1768.5,,265.922,1543.48,2342.28,3200.55,3105.57,,488.158,871.515,471.518,1862.55,569.326,3106.72,1841.6,544.093,942.626,906.128,1145.2,2590.81,,142.732,819.512,84.7712,334.668,817.194,1478.57,,691.086,1537.43,847.068,639.392,,575.625,1554.87,171.469,875.341,631.811,1098.02,,923.799,1484.91,1098.68,1238.69,3286.22,1534.24,1030.15,319.979,951.608,1789.11
50052,2026.51,1261.49,3975.82,479.44,558.766,139.074,53.7676,4069.62,,,445.549,781.947,1299.25,2111.69,325.914,,763.473,4032.32,3373.24,2420.15,,154.189,465.872,489.688,885.361,234.102,532.297,1522.05,323.994,1424.86,,125.391,1522.59,,,670.528,198.798,60.4194,248.421,985.436,,367.902,265.087,465.194,,,,745.018,221.083,102.076,,530.525,,768.217,1541.23,351.276,305.478,2587.35,295.647,1595.74,73.0814,103.197,2227.94
50053,1028.06,1687.67,4822.79,319.674,874.88,,401.926,4555.16,,266.931,867.628,1741.68,2253.37,1067.74,,418.844,2060.01,3632.44,2659.19,2894.99,234.088,,388.441,25.7907,415.435,408.98,1713.74,2704.5,769.325,1303.43,,191.607,1908.89,,279.352,118.655,799.739,89.2827,745.262,856.215,,304.187,1113.16,310.641,289.767,191.184,884.439,1291.36,674.927,482.278,,838.138,65.2553,156.295,1437.21,901.788,414.488,2654.87,763.344,958.18,110.85,544.016,2365.62
50054,1458.84,3196.89,4481.84,501.806,721.953,,,3559.3,,33.8796,348.571,1945.87,2105.64,1457.39,226.772,38.7948,1241.36,2285.86,3812.68,2890,160.192,196.387,977.707,422.63,1679.31,,3028.02,2858.68,436.197,781.038,530.275,732.439,2835.48,78.9475,198.284,642.866,1281.69,134.757,,522.31,101.492,1009.25,1471.22,24.2827,,989.457,794.854,542.248,,783.469,1206.52,1807.62,725.865,,1059.38,2100.23,773.467,4823.66,660.672,1156.13,141.336,877.112,2778.69
50055,1648.87,1501.33,4808.31,366.956,263.657,635.089,511.477,3906.89,,,861.765,1551.98,1063.73,1123.34,,43.6868,2132.59,2598.41,2785.66,2783.39,402.776,373.723,198.017,248.548,769.214,676.791,1409.38,2925.38,254.739,885.085,218.808,364.262,1970.27,,,537.505,695.897,745.581,344.61,467.099,,355.015,1227.13,1290.39,,283.072,316.291,966.087,939.867,56.9117,822.793,1581.88,,612.569,1428.55,1440.9,399.598,2799.9,1707.73,350.445,143.518,490.823,2123.16
50056,1590.34,1734.38,3372.65,231.876,653.597,,476.542,4864.76,,,1037.96,1235.23,1828.76,2146.96,,78.7565,1331.36,3070.79,3842.4,2966.27,50.0289,,755.538,295.57,760.837,378.269,2285.8,2381.76,465.114,641.506,155.519,720.682,2393.07,,342.839,345.495,257.925,362.176,480.997,311.309,276.211,536.955,1393.49,898.21,275.884,42.164,950.043,1265.98,117.639,458.145,475.592,659.318,133.693,876.744,1532.44,1118.45,700.946,3283.17,,1689.66,480.128,472.11,2139.48
50057,1839.77,1688.65,4134.73,485.029,91.1417,689.592,494.016,4612.22,,200.396,792.654,1404.51,1350.36,1400.31,,59.6601,1882.98,2855.79,3255.48,2632.1,,,484.107,298.597,951.588,147.025,1484.53,1947.22,669.448,262.81,411.09,543.911,2758.69,122.299,,156.776,584.94,86.7141,495.477,1310.75,,207.127,848.021,136.328,823.148,,859.352,1428.67,348.837,120.05,392.812,826.133,402.149,254.024,1462.99,369.088,342.861,2851.22,1212.84,1868.56,407.752,930.153,1677.18
50058,2232.51,1915.54,3571.37,,388.667,527.39,233.858,6260.57,,,945.947,1677.69,2149.35,1489.26,267.815,347.563,2037.73,4464.84,1949.12,3140.82,,280.805,623.841,407.885,1651.16,441.24,2364.87,2163.01,798.071,351.479,,595.652,3163.39,,105.045,314.622,334.688,,546.339,758.096,,452.654,1945.86,1293.39,,,763.166,733.953,155.522,405.682,591.241,835.975,,328.003,1469.24,1085.25,577.688,5016.29,100.405,870.843,246.374,655.104,2949.28
50059,2358.93,1688.4,4650.45,648.982,566.003,,185.106,4100.82,,149.253,1241.85,1743.05,1603.82,1087.76,391.641,392.657,2736.43,3947.09,3157.94,3216.18,34.6284,,359.759,687.564,906.535,608.587,1710.58,2360,706.505,116.58,184.365,529.703,2661.83,,669.201,445.214,404.297,398.175,568.008,981.362,52.5352,711.068,1114.75,1137.13,428.923,,1186.14,1480.11,1111.11,100.129,,501.945,529.845,737.15,1046.28,765.232,567.966,3076.04,1033.17,932.814,316.876,758.083,2147.95
50060,2201.86,3042.06,3844.65,399.811,396.065,27.6881,261.855,4199.15,84.3529,,981.931,2130.48,2534.44,2502.26,478.469,933.307,2080.14,2543.63,3057.73,3738.86,137.026,,720.685,719.15,1457.7,266.03,1820.18,2500.08,538.637,426.439,604.829,1569.89,2741.19,,462.102,358.554,1276.5,162.715,,1397.37,121.646,479.92,2196.86,1256,53.5422,,78.4561,1068.49,327.453,445.085,1092.3,939.215,324.383,536.854,1106.53,1071.25,1431.85,3497.91,936.864,378.835,320.163,815.059,2841.92
50102,1851.48,1468.28,3629.47,594.448,922.699,,364.184,5332.11,,,881.362,2090.42,2475.81,2161.25,474.533,,1934.8,5648.05,3275.25,4123.48,118.596,,773.433,531.133,1796.91,260.5,1880.3,1512.58,379.041,706.973,404.442,584.214,5038.07,,168.322,567.258,1590.91,83.8518,195.949,483.314,142.8,843.139,1560.06,263.709,1286.13,,1197.99,1016.3,,,,783.288,334.544,485.543,2269.3,1835.89,860.578,2670.75,863.666,569.454,273.164,1019.8,2670.95
50104,3517.11,1713.1,4213.97,837.468,532.583,,528.938,5997.01,,214.323,888.777,1247.51,2625.81,1395.07,85.6367,,429.559,4122.76,4419.73,3633.19,78.532,85.0087,913.409,1252.97,1145.52,417.355,1690.68,2184.93,311.009,567.267,629.602,618.42,4358.08,558.273,,364.625,1005.4,172.003,160.887,1167.55,,666.896,1629.41,971.165,346.901,,857.472,1582.74,,,830.762,1058.89,401.05,320.955,2154.11,1448.36,788.458,4143.26,631.342,1240.35,812.185,349.998,2513.2
50105,3215.27,1787.47,4335.07,454.197,530.004,488.563,604.533,4731.22,40.3428,83.8555,630.431,1647.41,1695.75,591.091,,209.048,1543.38,3338.53,2972.88,2894.92,80.6766,304.57,133.359,657.561,970.961,535.469,2285.66,1914.31,591.814,772.196,279.701,274.299,3272.38,356.747,123.257,633.525,124.425,138.257,,1492.39,433.823,632.696,1351.57,1022.79,,758.768,597.463,1381.49,441.894,458.153,322.445,1846.28,153.479,,1832.89,1293.93,734.191,2584.24,972.242,1674.99,313.888,655.337,2900.02
50106,1628.77,1221.21,4793.25,467.241,682.809,630.821,315.944,6440.16,,,632.025,1766.02,2266.9,112.869,254.988,595.777,2303.61,3983.54,2309.29,3318.07,22.401,131.28,595.144,844.106,1184.41,361.976,1496.63,1900.92,551.118,1183.02,175.473,825.858,2235.47,,204.149,723.241,946.804,118.427,,1190.29,,849.023,1143.25,558.617,914.049,,,1431.37,1158.49,382.494,,585.865,288.938,107.358,1448.94,1120.5,452.087,2667.42,842.002,800.765,150.794,921.748,2349.28
50107,2647.73,2285.92,4918.88,49.1283,605.244,366.85,168.669,5711.95,,,1176.21,1465.99,1776.42,1851.27,411.753,117.905,1999.23,4547.26,3380.47,3163.13,94.3438,223.308,179.192,45.0632,2189.09,471.58,2381.71,2577.65,479.586,574.413,233.828,346.646,3068.94,632.235,418.712,895.605,1039.18,88.5006,347.433,1269.63,405.382,813.129,1190.58,889.647,333.704,186.419,640.909,1781.55,1017.63,668.174,35.3838,1680.41,30.3428,,939.809,2102.77,701.153,3505.66,837.58,1251.69,213.175,628.772,2647.42
50108,2351.47,1535.4,4100.07,,304.496,300.979,414.837,5228.74,,,1208.4,1726.6,2467.67,1215.36,827.119,220.881,1985.05,4140.64,3386.2,3140.8,341.292,317.249,186.589,295.87,1366.66,480.96,1946.54,2610.21,36.5946,927.509,221.889,594.598,3112.8,357.283,197.871,252.721,2013.07,37.045,,877.55,,638.355,1205.99,632.118,,106.981,350.851,925.79,273.424,249.163,626.833,1770.42,138.764,210.875,1319.34,926.81,620.279,4946.97,90.3488,168.267,42.162,604.724,1847.43
50109,1933.08,1629.44,3617.34,361.178,741.821,,173.87,5984.91,,243.683,1058.7,1603.51,2469.07,1299.88,,126.392,1706.37,4344.39,2133.78,3375.14,33.3612,,590.183,140.175,573.515,122.531,1910.37,1794.2,571.944,235.77,238.242,372.875,3325.23,,281.541,693.712,1195.12,,,1098.27,,391.575,1235.79,786.793,,,1178.83,1112.45,93.6105,543.734,491.542,833.701,,940.054,1365.53,1352.85,1143.27,3309.15,1336.97,971.755,160.348,565.442,2176.09
50110,1743.33,1345.57,4361.82,595.904,337.883,,517.494,4477.46,,63.0311,1258.27,849.245,1622.21,1752.79,596.906,165.805,1827.19,3037.21,1295.04,2407.21,388.029,74.7436,613.424,145.224,1492.68,127.62,1110.59,375.418,223.985,599.984,,566.888,2926.32,208.239,,181.142,737.686,110.859,738.306,349.94,,364.501,459.116,683.953,52.2601,191.408,174.252,1669.32,241.81,563.608,284.639,1013.79,,,814.621,2254.93,164.413,2973.1,1748.61,244.335,241.307,413.106,1679.6
50111,1981.09,2483.75,3957.32,768.794,604.692,,,5504.66,,111.919,,1506.6,2340.44,1886.02,278.718,,1303.26,3435.5,1751.94,4105.66,,,871.782,329.902,1331.04,175.612,2199.56,2587.89,677.497,291.132,535.767,286.11,1503.74,,,193.268,1392.07,178.927,,544.766,,674.037,997.076,492.995,1087.66,,885.331,1103.5,656.444,398.298,585.151,192.402,183.975,114.285,927.222,2094.07,530.685,4166.54,715.787,810.127,51.644,613.141,1758.01
50112,1605.62,1438.38,3583.52,517.9,610.573,110.78,,4807.7,,,1267.2,1501.63,1849.39,716.633,334.604,,1420.88,4052.34,2355.91,2507.96,,178.714,768.579,348.486,1244.8,34.0914,1457.19,2125.39,475.493,477.13,409.481,853.74,2764.83,19.9345,610.945,105.619,1226.9,143.801,,990.504,311.543,753.558,713.622,807.795,,788.372,1632.93,37.6602,,,331.244,1181.67,,220.965,559.47,460.651,276.559,3517.21,258.994,1228.62,140.521,845.139,2217.57
50113,889.95,2806.03,3799.93,307.544,615.51,,476.019,5284.72,,84.8177,204.546,1166.79,2627.08,1238.92,239.685,110.41,206.557,2018.18,2565.33,2806.4,114.061,,916.08,338.199,372.164,979.105,1866.18,2732.84,363.025,706.778,250.343,282.161,2363.86,,242.265,659.811,788.189,68.9054,255.99,1571.54,,696.991,901.92,601.481,,1889.1,1278.95,218.26,162.835,543.28,1297.47,1181.04,149.251,191.806,1030.03,834.295,553.427,2638.14,462.682,907.432,348.483,691.075,1726.73
50114,1342.3,1861.38,4315.86,611.585,446.484,,76.9459,4853.35,,94.2275,775.526,2019.3,2095.58,589.005,,135.72,1319.4,3531.19,2810.6,2847.12,99.2781,,792.667,300.789,699.158,393.12,2074.67,2238.27,414.465,383.104,61.499,782.176,2856.38,453.107,95.6609,515.534,1168.1,96.3455,480.494,721.68,,724.53,1246.04,982.773,395.988,173.807,739.515,1691.75,241.723,543.031,752.557,782.156,,280.73,602.462,2235.46,484.347,1989.93,604.833,1585.09,,695.011,2579.11
50115,1559.47,1370.35,4534.11,453.295,249.49,621.081,139.551,4510.39,,,1041.76,1843.45,1386.88,1649.58,42.0103,101.87,1726.75,3203.63,1784.9,3069.89,76.3348,,263.805,437.219,1336.92,142.676,1352.33,1926.41,477.062,396.6,296.523,345.906,3034.02,,595.895,460.816,1283.25,67.8443,,670.346,113.003,667.03,1122.74,996.556,,,321.805,1087.16,75.16,558.654,363.18,1482.7,,645.838,1110.79,1849.41,919.719,2216.82,361.385,1175.66,179.639,801.621,2288.01
50116,1779.68,2215.43,5476.17,461.479,564.457,1039.07,,4327.63,,,1015.2,1877.32,2041.12,2205.62,,,2520.31,2746.84,4246.06,3379.53,,525.798,541.879,681.3,1647.64,244.249,2841.93,2016.29,297.921,632.281,47.4442,579.751,3202.56,24.4857,456.015,605.724,1046.86,126.742,130.684,923.861,,849.991,1054.96,718.578,186.834,,,2340.77,713.302,,285.552,1879.04,88.5869,299.206,1372.8,1861.99,1274.74,2734.76,1977.8,1074.12,,849.628,1317.35
50117,1436.43,1265.94,5133.65,1100.22,742.809,603.221,296.571,4299.6,,145.507,827.131,1242.34,1549.76,1107.32,330.367,612.048,2084.51,2720.3,2651.23,3531,,,710.772,73.9576,706.192,33.0129,1686.52,1590.18,526.741,400.655,86.0756,157.223,3538.52,,230.571,383.518,1419.09,44.8452,305.001,1440.82,230.746,890.68,910.771,359.925,835.605,,149.187,1550.12,770.592,396.353,,1641.84,352.845,654.345,1356.6,784.639,678.579,3000.5,1334.87,573.034,118.359,802.519,2834.73
50118,2348.24,1780.59,3443.04,220.818,715.068,,424.325,5330.7,,,1070.93,1854.13,2292.5,1473.38,140.206,112.888,1678.8,4311.46,3612.09,3541.06,27.5085,,1532.76,473.547,1548.55,136.785,2598.13,3042.25,110.731,942.51,746.135,967.946,2440.08,,625.756,701.215,1232.69,32.9626,827.516,473.847,155.973,619.529,1242.76,540.995,528.189,531.228,786.431,1238.39,1696.86,232.838,696.861,1544.12,550.816,533.165,1009.65,2018.16,662.178,3827.82,1236.39,641.663,,567.953,2847.25
50119,1327.95,250.687,2956.02,,725.11,171.433,,5403.73,,,678.607,1562.62,1707.22,1864.68,153.383,,1707.29,5238.07,2697.86,2550.13,,161.029,677.939,261.821,882.057,287.671,1811.98,2159.85,255.519,174.02,477.378,251.369,2897.87,344.497,381.257,280.798,485.458,448.132,310.712,957.692,632.188,600.308,646.539,301.462,,283.524,860.453,1457.39,,384.921,,1138.62,87.5768,401.46,803.197,1099.67,754.208,3234.71,675.021,1297.97,380.031,507.672,1803.61
50120,1737.08,1030.06,5894.09,1000.25,244.527,,171.054,3955.67,,,766.173,1497.67,2163.38,1717.08,,,1824.95,4147.26,2718.77,2275.67,34.8878,105.897,738.718,435.821,1180.04,329.156,1516.8,1804.63,608.816,1052.41,,897.831,3193.78,19.0382,54.2884,704.96,837.247,81.3789,415.507,873.101,503.13,269.853,1347.69,360.17,450.907,67.6048,846.914,1425.89,51.7211,1227.38,295.215,1396.48,283.773,307.849,1040.02,1401.9,110.728,1842.06,706.776,2154.78,367.255,782.335,2120.19
50121,2592.35,364.612,5456.85,1157.49,439.299,527.78,,4553.84,,,697.207,1665.31,2279.97,1756.71,,365.567,2252.55,7718.51,2371.35,3271.85,,550.439,1037.11,292.3,1664.44,,2047.27,1795.87,727.926,263.018,63.3095,202.512,3255.92,,,677.575,1422.88,85.9717,,983.847,,1021.01,805.15,1284.69,164.14,37.0016,671.425,1718.39,1158.12,714.065,,1180.86,44.8987,889.082,927.293,1563.61,639.972,2974.11,417.471,408.299,317.578,801.785,2688.7
50122,1452.49,1179.94,4235.9,378.841,484.002,771.504,222.132,5078.09,,,451.059,2218.4,1771.21,2288.64,314.302,368.883,1834.44,3940.33,2691.51,3375,,291.363,885.662,220.786,1454.12,532.462,1780.8,1236.94,627.821,240.759,301.902,1192.53,4081.84,196.667,,102.559,1133.09,,533.568,1496.92,525.599,445.012,1445.07,1062,361.647,,71.3598,1519.56,135.217,403.127,176.005,1149.06,269.52,386.229,874.117,1743.2,236.653,4890.83,,233.26,126.469,476.039,2279.63
50123,1393.39,336.554,4088.15,,285.542,,290.378,3979.18,175.501,,2306.42,533.459,2067.22,3190.54,273.472,886.329,1261.12,6707.94,4641.42,2781.9,45.5518,412.237,588.965,160.01,1245.46,92.9627,1742.72,1712.9,466.608,664.888,550.598,357.185,3456.52,,401.345,458.129,1591.5,857.968,85.0109,1237.6,,1101.84,1383.85,1251.71,58.9202,87.4107,678.515,1836.61,181.148,242.98,562.829,1334.96,97.3195,256.655,1322.08,2092.31,682.601,3676.72,962.894,849.909,222.539,962.744,2330.92
50124,1609.21,1764.36,3137.7,517.241,583.638,,367.421,4501.09,,,330.453,1326.55,1757.58,2414.56,316.127,633.1,1858.47,4302,1911.85,2695.1,,,616.603,533.475,674.793,248.261,1668.98,1589.7,538.954,389.415,213.22,642.033,1973.71,,695.696,290.206,870.479,43.106,628.198,680.673,,742.089,684.678,563.688,,53.742,791.292,1769.67,1052.07,823.698,337.453,552.183,,268.891,883.357,1825.04,969.21,3226.92,743.58,130.314,50.8228,962.356,2553.41
50125,1354.58,1605.97,3855.51,735.382,614.006,,440.838,4025.93,,,960.059,1294.1,2282.04,1784.19,460.525,588.929,1769.12,3197.46,2576.8,3043.4,,,548.332,213.569,877.942,,1428.27,1804.01,537.996,222.173,285.41,792.33,2061.15,,205.779,638.554,1347.81,247.292,,1336.02,,469.352,905.668,579.204,800.347,,606.46,1206.65,870.013,427.75,181.224,471.014,,132.183,1115.72,1026.15,742.675,2216.49,369.39,952.241,270.286,528.987,886.703
50126,1742.67,1222.05,4541.8,678.644,804.913,,,4496.7,,,527.405,1812.83,1207.94,990.144,198.155,,891.264,3773.02,3340.46,2892.43,136.851,38.4377,848.738,336.995,744.196,,1612.43,1538.46,332.64,518.624,488.585,435.564,2424.34,,52.9424,451.451,849.052,297.129,342.604,822.752,61.1701,248.387,819.33,1108.97,,557.746,527.493,2149.47,,660.786,835.74,1774.11,,,1610.67,1357.32,348.622,3573.01,821.144,1702.9,297.422,879.816,2262.85
50127,1562.11,3420.12,4740.22,675.11,549.611,,125.574,4567.34,,,1199.92,1792.48,2557.17,2173.32,,173.997,1420.98,2851.07,3068.89,2893.01,150.891,116.444,719.474,182.648,1792.65,,1445.77,2034.95,611.599,573.981,513.235,118.984,2600.47,,465.563,436.115,897.735,195.078,,735.329,390.989,565.449,1302.87,899.246,,,829.965,1019.21,,820.968,808.151,864.941,,102.963,760.672,1133.97,599.146,2966.68,571.748,1117.97,,916.225,135.121
50128,1665.41,379.776,3658.57,,832.263,,232.596,6133.31,,207.594,882.33,1676.97,1979.7,1308.58,465.083,432.482,1492.94,4673.61,2665.93,3214.98,65.5389,,378.899,852.48,1978.54,74.8678,2026.13,2154.41,682.863,990.271,426.431,366.7,2964.35,34.0726,575.917,427.871,711.443,480.884,532.858,506.258,336.471,484.013,1468.6,1295.43,,,506.942,1465.49,,332.907,503.142,1096.75,249.108,533.389,1217.22,2616.39,478.523,2560.79,1399.14,223.95,,585.692,3658.65
50129,1457.12,1719.37,3457.66,725.781,493.342,,428.102,4970.05,,118.011,693.352,915.624,1800.16,1851.76,37.3923,,1451.14,3861.5,2352.35,2658.4,43.5654,,1005.96,420.296,423.52,,1582.78,2517.42,757.608,745.439,227.943,303.964,1723.84,,221.867,310.871,707.073,67.9609,499.776,1100.94,,882.454,1259.16,270.324,300.245,927.121,943.273,1367.8,55.772,314.424,420.507,1447.69,,793.673,1687.32,1174.2,1606.81,2500,232.687,1346.53,238.783,403.68,1686.71
50130,2201.62,202.692,4488.7,771.823,558.126,,145.242,5000.86,,61.4615,658.438,1280.94,2154.64,1401.32,343.296,,1714.71,5346.3,2812.98,3299.82,169.048,76.4442,926.39,461.466,1666.54,150.72,2321.94,1456.63,389.483,401.499,364.688,979.584,3353.15,,232.906,54.5583,1607.69,,481.533,973.061,,813.954,854.437,1360.6,970.163,,483.975,509.976,216.595,262.725,737.04,1571.08,144.099,,902.377,764.286,822.645,3021.23,649.958,1070.33,224.351,734.387,2662.98
50131,1976.83,1620.29,4615.34,,1454.37,,54.7296,5058.88,,,926.544,1505.42,1893.04,2195.66,792.944,528.79,1123.2,4132,3685.8,3449.7,73.2938,,590.022,1006.3,1431.65,708.062,1886.76,1709.47,511.501,559.833,179.487,387.968,4697.6,,129.173,599.152,1400.62,154.352,373.491,110.006,,729.223,1637.57,2016.82,,,620.846,1115.57,,140.401,,2010.76,324.181,633.86,733.329,2600.59,981.975,3499.78,390.531,973.777,182.88,532.251,3038.2
50132,2918.59,,4600.54,710.768,344.684,,431.469,5895.18,,60.7854,1475.02,1710.13,2940.72,406.765,335.817,465.509,2870.17,6096.32,5346.27,4724.03,47.2602,77.0308,652.638,321.928,1620.39,,1681.36,2021.6,1054.29,1234.06,526.402,446.502,2572.97,417.473,,504.851,239.682,96.4632,1145.92,1036.5,154.545,800.132,1579.63,1230.26,465.893,,930.463,1772.58,368.427,134.492,741.009,632.266,60.0463,301.799,1454.06,1486.24,830.828,3384.71,1514.46,790.061,213.46,698.399,3749.42
50133,1288.66,1682.7,3494.48,,,705.564,194.901,3282.09,,184.943,251.566,1298.42,1298.41,854.445,566.143,,2161.12,4158.76,4101.44,2979.19,142.038,88.5452,610.523,45.7408,1168.18,213.72,1449.58,1465.89,536.608,253.325,86.6538,511.319,1412.26,77.5888,164.577,304.934,910.808,449.481,374.853,654.062,86.8209,104.286,1163.91,662.105,283.157,,,559.253,353.212,252.435,449.656,1124.87,30.2719,531.238,912.102,2132.13,357.464,3545.77,900.734,154.32,,717.439,2544.36
50134,920.41,818.243,3326.17,207.381,502.311,234.043,138.357,5796.79,,254.652,1023.51,1833.67,3327.2,1483.97,704.383,206.442,831.986,2435.35,2611.31,3483.8,139.452,,,484.696,1296.87,309.13,1711.1,1841.97,158.46,197.277,272.824,447.294,2805.89,,622.141,402.107,763.531,574.82,499.292,1141.05,351.723,698.442,1088.28,740.045,578.536,,994.604,1298.2,1264.35,414.328,,682.224,,160.955,1612.04,1278.19,521.472,3381.31,532.833,1476.12,,1305.51,5016.18
50135,2703.03,1628.69,5045.71,825.198,556.868,,226.297,3822.37,,198.034,955.441,1528.38,2778.45,2411.97,773.166,103.128,777.769,3981.88,3380.97,3625.03,265.007,,730.634,227.582,1843.44,,2943.35,2033.44,494.273,839.476,171.974,740.48,2684.34,,,186.645,562.323,,273.255,2038.18,465.982,675.417,1094.27,698.876,1131.52,,1083.89,1511.07,474.222,,425.123,619.584,97.2741,534.75,1641.12,1000,370.678,2836.25,268.36,1656.88,315.355,842.719,1744.02
50136,1610.93,1029.33,5075.98,446.874,472.357,,151.201,7044.11,,492.248,307.187,1699.57,2827.42,1463.6,,,1891.1,5312.46,4006.01,3873.54,123.904,,693.089,,1484.51,566.23,1999.51,1964.67,,1255.01,,,3739.23,350.405,148.028,637.517,538.311,64.4149,291.021,925.027,274.903,123.866,903.814,476.141,,1090.56,1031.66,1098.17,,521.746,524.62,1155.71,,345.103,619.959,1503.03,44.7576,3495.94,1301.45,373.292,251.576,955.685,2976.32
50137,1081,55.1659,4310.03,832.078,559.698,,,4793.84,,114.896,388.086,1677.51,2547.13,1416.98,552.707,,1977.43,6566.23,4040.03,3412.27,,187.304,1171.58,622.865,2041.93,53.5581,1584.79,2822.28,562.774,514.376,316.209,407.963,2162.59,47.8333,486.574,602.752,671.349,155.855,310.536,428.076,,1100.02,1010.6,405.492,1139.43,257.392,513.635,1155.2,178.48,772.229,810.951,655.938,204.586,945.721,1836.49,1598.83,343.492,3579.8,414.773,787.952,73.8217,674.011,2555.64
50142,1144.88,2118,4921.41,381.224,753.215,,493.887,5863.07,,,280.793,1367.38,3028.43,1659.91,486.574,455.267,300.817,2847.98,3901.01,3321.25,60.7707,,997.218,1115.49,2321.71,,2850.93,2485.14,312.858,1636.74,785.64,1333.2,1907,,101.36,645.616,304.726,103.056,884.519,692.539,32.516,1100.49,1182.12,851.879,213.565,,1148.21,1503.67,565.53,719.661,164.733,694.079,466.237,989.04,1395.28,1863.6,675.404,2919.74,1111.95,1558.9,138.53,589.448,2575.4
50143,2200.12,1824.99,3927.94,79.0105,758.678,,691.107,5411.86,,163.605,1025.93,1392.95,2333.18,1369.25,109.845,359.727,2279.66,4541.4,3594.07,2730.2,,,720.787,715.941,1803.47,41.3862,2046.55,2023.76,315.802,476.043,260.818,744.748,2617.14,60.0941,295.973,672.41,1506.46,530.593,234.731,1472.22,61.0152,662.525,1506.64,1425.67,74.852,54.3188,530.258,1210.56,641.953,278.376,710.952,1154.53,257.999,434.347,2197.79,668.689,1600.79,3419.7,396.558,2046.69,339.199,584.808,2919.66
50144,1567.66,2572.3,5857.26,1278.28,405.378,,197.23,6398.57,,160.309,91.5774,2633.38,1723.91,1706.25,1082.42,101.454,3214.26,4117.47,3914.17,3692.32,,,876.181,444.311,1516.48,753.008,3272.86,3990.32,412.426,803.562,90.8087,1269.58,2571.6,,623.585,435.388,710.106,115.494,585.292,1741.27,227.468,893.099,1444.21,920.053,,127.847,852.874,1335.39,532.617,520.085,656.446,960.632,244.649,649.421,1886.51,1531.76,801.817,5659.56,255.563,1792.16,131.295,1033.94,2228.85
50145,1934.35,506.684,5108.25,777.895,609.8,82.0341,,5392.61,43.9712,178.58,1074.26,1743.63,2558.78,2021.24,356.085,,2941.69,3241.24,3243.34,2797.66,91.2706,75.4973,488.962,1121.03,997.52,158.886,2277.64,2504.4,993.413,666.816,689.552,553.665,2445.6,,146.881,589.97,580.082,1110.71,414.114,1031.96,501.261,984.521,1329.11,839.424,765.321,,620.062,1821.41,1691.22,34.1989,,1726.03,,790.118,2049.14,2137.85,981.309,2701.78,1156.08,1491.38,301.649,398.452,3638.53
